,@publicID,preferredOriginID,author,region,originID,orig_time,mag,lat,lon,z,lat_e,lon_e,z_e,min_dis,phasecount,stationcount,mag_e,t_e
8481,texnet2022ulyt,Origin/20221108165052.738018.418565,daniel,Western Texas,Origin/20221108165052.738018.418565,2022-10-19 03:42:35.742352+00:00,0.2185484935,31.68720818,-104.4767227,5.177780151,2.000318621,1.664649179,4.558386424,0.02762343176,12.0,6.0,0.1259100965,0.7733086739
8482,texnet2022ulyu,Origin/20221108165054.449441.423008,daniel,Western Texas,Origin/20221108165054.449441.423008,2022-10-19 03:43:42.540274+00:00,0.931982297,31.65420151,-104.2302475,6.272919655,1.837281729,1.070895962,3.530919287,0.03427961469,26.0,14.0,0.1703644741,0.3236228414
8483,texnet2022ulzg,Origin/20221108165107.853579.446644,daniel,Western Texas,Origin/20221108165107.853579.446644,2022-10-19 03:58:02.091502+00:00,0.619050609,31.55876923,-104.4082489,5.0,10.86570711,4.835515264,fixed,0.1350159794,5.0,3.0,0.1560242094,0.02728602743
8484,texnet2022ulzi,Origin/20221108165107.889047.446754,daniel,Western Texas,Origin/20221108165107.889047.446754,2022-10-19 04:00:29.376962+00:00,0.7491457102,31.46656036,-104.3850479,5.0,5.715796203,4.500759908,fixed,0.1932556331,7.0,4.0,0.2680866169,0.9583949595
8485,texnet2022ujpm,Origin/20221108153712.701197.48668,daniel,Western Texas,Origin/20221108153712.701197.48668,2022-10-17 20:45:51.458777+00:00,0.3427007466,31.68035507,-104.4210281,2.325901747,2.119276867,2.135316043,2.471355464,0.02585652098,8.0,4.0,0.1052164324,0.4870665913
8486,texnet2022ujpq,Origin/20221108153714.358895.52313,daniel,Western Texas,Origin/20221108153714.358895.52313,2022-10-17 20:50:21.444750+00:00,0.7910355204,31.58275795,-104.3964157,0.9955991507,4.68070308,1.961491358,2.927275211,0.07926059514,15.0,8.0,0.4196084742,0.4813509529
8487,texnet2022ujpx,Origin/20221108153718.8921.60181,daniel,Western Texas,Origin/20221108153718.8921.60181,2022-10-17 20:58:10.424814+00:00,0.4736302082,31.67902756,-104.4031754,3.691436052,2.562319772,1.999056415,2.489008966,0.03352409601,8.0,4.0,0.3035849519,0.2789309754
8488,texnet2022ujqm,Origin/20221108153731.37175.80969,daniel,Western Texas,Origin/20221108153731.37175.80969,2022-10-17 21:16:07.838083+00:00,0.355624062,31.6281414,-104.2653198,10.46340084,13.60158213,8.685377122,14.40653386,0.04335909709,8.0,4.0,0.1210160154,0.4653453197
8489,texnet2022ujqo,Origin/20221108153731.395192.81084,daniel,Western Texas,Origin/20221108153731.395192.81084,2022-10-17 21:18:29.725561+00:00,1.321444671,31.60734177,-103.9841156,4.397794247,1.380144077,1.123434461,1.37212457,0.01346053183,29.0,16.0,0.239322573,0.3761604971
8490,texnet2022ujqp,Origin/20221108153731.727713.82224,daniel,Western Texas,Origin/20221108153731.727713.82224,2022-10-17 21:20:05.473168+00:00,0.8285038107,31.58239937,-104.1445618,2.854162693,2.536586646,2.059287257,1.983065797,0.09061066061,15.0,8.0,0.1413079223,0.3377107141
8491,texnet2022ujrf,Origin/20221108153752.86645.110359,daniel,Western Texas,Origin/20221108153752.86645.110359,2022-10-17 21:38:19.152870+00:00,0.4961462384,31.69838524,-104.3209076,2.066230297,3.215150617,1.655163174,2.391803625,0.05469264835,9.0,5.0,0.2505914701,0.6157369032
8492,texnet2022ujri,Origin/20221108153800.585791.125489,daniel,Western Texas,Origin/20221108153800.585791.125489,2022-10-17 21:41:29.354344+00:00,0.9604470602,31.57284164,-104.1460571,2.346013069,2.258792229,2.121508591,2.094408188,0.08717069775,14.0,9.0,0.1497811221,0.3971085503
8493,texnet2022ujrj,Origin/20221108153801.973298.129858,daniel,Western Texas,Origin/20221108153801.973298.129858,2022-10-17 21:42:56.808054+00:00,0.93925974,31.65700722,-104.0473099,4.130645275,1.385212814,1.495477614,1.535327543,0.02121702023,23.0,12.0,0.2366798569,0.5714852863
8494,texnet2022ujro,Origin/20221108153810.586392.144317,daniel,Western Texas,Origin/20221108153810.586392.144317,2022-10-17 21:49:08.623961+00:00,1.076589106,31.86641502,-104.289032,5.0,4.752566999,1.502481554,fixed,0.1611757278,19.0,11.0,0.3986294336,1.16464745
8495,texnet2022ujrq,Origin/20221108153810.648107.144571,daniel,Western Texas,Origin/20221108153810.648107.144571,2022-10-17 21:50:37.334366+00:00,0.2380542848,31.69252586,-104.3639832,4.269072056,3.011064946,1.459791499,2.049206985,0.0650100857,12.0,6.0,0.1166320529,0.2975683554
8496,texnet2022ujrr,Origin/20221108153810.75254.145052,daniel,Western Texas,Origin/20221108153810.75254.145052,2022-10-17 21:52:03.401198+00:00,0.3621063723,31.68532753,-104.4958649,4.939024925,1.848069836,2.746351857,2.300974503,0.01715459861,10.0,6.0,0.1231877742,0.237917227
8497,texnet2022ujrx,Origin/20221108153812.453066.149263,daniel,Western Texas,Origin/20221108153812.453066.149263,2022-10-17 21:58:41.279500+00:00,0.4863724407,31.69987869,-104.4419785,3.564800739,2.118876667,1.48921931,2.006036114,0.03249713033,13.0,7.0,0.2558292147,0.8697409342
8498,texnet2022ujrv,Origin/20221108153812.528022.149459,daniel,Western Texas,Origin/20221108153812.528022.149459,2022-10-17 21:56:53.395947+00:00,0.402434698,31.74018669,-104.5962524,5.0,5.388326404,7.067151454,fixed,0.0617236495,8.0,6.0,0.1707231754,1.109106701
8499,texnet2022ujsk,Origin/20221108153825.273185.163850,daniel,Western Texas,Origin/20221108153825.273185.163850,2022-10-17 22:14:21.663441+00:00,0.1306109381,31.68645668,-104.4729691,5.78094101,2.157659098,2.046309065,5.334336226,0.02962015383,9.0,5.0,0.07255360266,0.33196393
8500,texnet2022ujsj,Origin/20221108153825.342501.164033,daniel,Western Texas,Origin/20221108153825.342501.164033,2022-10-17 22:12:39.776676+00:00,0.7733593087,31.66986084,-104.6515579,5.0,8.060592544,6.600080154,fixed,0.115614675,7.0,5.0,0.4476062425,0.5437925107
8501,texnet2022ujsp,Origin/20221108153837.746904.183015,daniel,Western Texas,Origin/20221108153837.746904.183015,2022-10-17 22:20:20.123952+00:00,1.209386841,31.55739594,-104.1694717,3.496316195,1.903532937,1.234639538,1.492345991,0.1010608897,31.0,16.0,0.1834042556,0.3189131333
8502,texnet2022ujsx,Origin/20221108153843.126506.192627,daniel,Western Texas,Origin/20221108153843.126506.192627,2022-10-17 22:29:24.473482+00:00,0.5941761349,31.68480301,-104.1780167,2.858241558,1.890416725,1.267187073,1.762793845,0.07523032278,18.0,10.0,0.1135132792,0.4445456946
8503,texnet2022ujsw,Origin/20221108153843.177208.192768,daniel,Western Texas,Origin/20221108153843.177208.192768,2022-10-17 22:28:17.919131+00:00,0.2763130464,31.68611717,-104.5234299,7.589940548,3.285469031,5.016403376,6.441469321,0.02601590566,7.0,4.0,0.03709497187,0.03961588479
8504,texnet2022ujsz,Origin/20221108153843.463384.193969,daniel,Western Texas,Origin/20221108153843.463384.193969,2022-10-17 22:32:25.427216+00:00,1.174541861,31.63723564,-104.2051773,7.247671127,2.142463841,1.051357863,3.727392332,0.06139944121,26.0,15.0,0.2271639105,0.7761622979
8505,texnet2022ujtb,Origin/20221108153853.863092.215318,daniel,Western Texas,Origin/20221108153853.863092.215318,2022-10-17 22:34:24.415501+00:00,0.759255512,31.59960747,-104.1102753,1.879958987,3.078377805,2.305217617,2.068867305,0.08038300276,13.0,8.0,0.1597317906,0.8652033529
8506,texnet2022ujtf,Origin/20221108153854.033132.215850,daniel,Western Texas,Origin/20221108153854.033132.215850,2022-10-17 22:38:31.396404+00:00,0.6337240499,31.57692337,-104.2689133,7.753381729,18.7712396,8.722615141,19.07631095,0.09448192269,9.0,5.0,0.2315899651,0.565310062
8507,texnet2022ujth,Origin/20221108153854.460895.216765,daniel,Western Texas,Origin/20221108153854.460895.216765,2022-10-17 22:41:21.740385+00:00,0.741709492,31.67404747,-104.2184219,5.0,3.691500546,2.803226951,fixed,0.08725713938,9.0,6.0,0.3049287008,1.012308878
8508,texnet2022ujtj,Origin/20221108153854.9017.218051,daniel,Western Texas,Origin/20221108153854.9017.218051,2022-10-17 22:43:13.006698+00:00,0.8541721631,31.61744308,-104.106987,1.134166837,1.730000107,1.508856456,1.652191732,0.09385513514,21.0,11.0,0.09856638627,0.5904748041
8509,texnet2022ujto,Origin/20221108153911.725327.242387,daniel,Western Texas,Origin/20221108153911.725327.242387,2022-10-17 22:49:09.761732+00:00,0.7953144145,31.6495018,-104.0345001,7.591170311,4.448062415,4.388998905,10.53173392,0.06805644184,7.0,5.0,0.251838746,0.5898189968
8510,texnet2022ujtr,Origin/20221108153918.625987.252289,daniel,Western Texas,Origin/20221108153918.625987.252289,2022-10-17 22:52:18.803407+00:00,2.345953483,31.68720436,-104.4788589,4.365204334,1.644481885,1.286590611,1.436153113,0.02629726753,25.0,14.0,0.216617766,0.3883143424
8511,texnet2022ujts,Origin/20221108153926.695842.275060,daniel,Western Texas,Origin/20221108153926.695842.275060,2022-10-17 22:54:02.307333+00:00,2.006668917,31.66233826,-104.543045,5.0,2.84230424,2.828043815,fixed,0.03659073636,25.0,15.0,0.2256877206,0.6915323636
8512,texnet2022ujtu,Origin/20221108153926.710535.275126,daniel,Western Texas,Origin/20221108153926.710535.275126,2022-10-17 22:56:13.138032+00:00,0.6630368479,31.68678284,-104.480011,4.788755417,1.78839752,1.608025661,2.054388917,0.02530681156,12.0,6.0,0.2433046884,0.3238998071
8513,texnet2022ujtv,Origin/20221108153931.148151.283178,daniel,Western Texas,Origin/20221108153931.148151.283178,2022-10-17 22:57:08.583370+00:00,0.8005523014,31.73344994,-104.3147049,1.614344716,6.739339817,1.942244351,3.179423103,0.05591524765,8.0,5.0,0.4497301291,0.6086953611
8514,texnet2022ujtx,Origin/20221108153931.146005.283148,daniel,Western Texas,Origin/20221108153931.146005.283148,2022-10-17 22:59:39.676158+00:00,0.6734105592,31.58570671,-104.1446991,5.0,5.971209114,4.881361503,fixed,0.09247255325,9.0,5.0,0.1905463723,0.3609060338
8515,texnet2022ujtz,Origin/20221108153937.177608.298786,daniel,Western Texas,Origin/20221108153937.177608.298786,2022-10-17 23:02:36.979021+00:00,0.3452683638,31.68688774,-104.4909821,5.396070004,1.865159981,2.131138966,4.97845107,0.02001527511,10.0,5.0,0.1042918844,0.1377340859
8516,texnet2022ujud,Origin/20221108153937.918805.300662,daniel,Western Texas,Origin/20221108153937.918805.300662,2022-10-17 23:06:32.174771+00:00,1.053695697,31.68381691,-104.4848785,6.951089382,1.534992704,1.522657537,3.266382011,0.02031089179,20.0,10.0,0.3098813428,0.2089313167
8517,texnet2022ujuh,Origin/20221108153949.70354.323990,daniel,Western Texas,Origin/20221108153949.70354.323990,2022-10-17 23:11:13.551647+00:00,0.7210911419,31.67896843,-104.4386215,6.17376852,1.700395339,1.610011447,4.351156164,0.02339754067,15.0,8.0,0.1224634797,0.5460424514
8518,texnet2022ujuk,Origin/20221108153952.665373.330168,daniel,Western Texas,Origin/20221108153952.665373.330168,2022-10-17 23:14:37.201706+00:00,0.7946458433,31.68745995,-104.4916992,4.51985693,1.812042376,1.681095048,1.878527121,0.02029436082,14.0,7.0,0.1641256581,0.218773512
8519,texnet2022ujul,Origin/20221108153953.870483.332671,daniel,Western Texas,Origin/20221108153953.870483.332671,2022-10-17 23:15:14.542327+00:00,0.9275752776,31.68445587,-104.484787,4.713916302,1.651548514,1.437282214,1.658198596,0.02084072493,19.0,10.0,0.3093021988,0.2462069442
8520,texnet2022ujum,Origin/20221108153955.927287.336470,daniel,Western Texas,Origin/20221108153955.927287.336470,2022-10-17 23:17:10.236872+00:00,0.4403679046,31.61488724,-104.2907562,3.029025793,12.88943413,5.787217478,5.30065549,0.0607178174,8.0,4.0,0.2129863717,0.06153084169
8521,texnet2022ujup,Origin/20221108153956.973537.338891,daniel,Western Texas,Origin/20221108153956.973537.338891,2022-10-17 23:20:35.371518+00:00,0.6770879827,31.60247421,-104.3236923,6.773094654,2.64478809,1.487478525,4.667646964,0.08525484055,18.0,10.0,0.1666310742,0.5590750584
8522,texnet2022ujur,Origin/20221108154019.177266.365604,daniel,Western Texas,Origin/20221108154019.177266.365604,2022-10-17 23:23:25.094726+00:00,1.092367042,31.65786171,-104.3005676,3.060237885,1.818138822,1.10538539,1.552158849,0.03336822242,24.0,14.0,0.1761345998,0.5857453885
8523,texnet2022ujux,Origin/20221108154019.67945.366866,daniel,Western Texas,Origin/20221108154019.67945.366866,2022-10-17 23:30:15.719051+00:00,1.156104732,31.72605133,-104.6077271,1.34039247,2.821934284,10.43829452,4.570611928,0.06800572574,18.0,10.0,0.4320496299,0.6325000309
8524,texnet2022uvtg,Origin/20221108220314.875765.241763,daniel,Western Texas,Origin/20221108220314.875765.241763,2022-10-24 12:17:59.678469+00:00,1.360194039,31.7062664,-104.193924,9.567091942,2.147850373,1.348236401,4.127983171,0.06303670257,18.0,11.0,0.1979218127,0.9123722408
8525,texnet2022uvti,Origin/20221108220648.523315.48937,daniel,Western Texas,Origin/20221108220648.523315.48937,2022-10-24 12:20:44.171968+00:00,0.7625671002,31.46165848,-104.1236649,5.0,5.455773003,4.476955962,fixed,0.2375569046,8.0,4.0,0.0829217072,0.7699737354
8526,texnet2022uvtp,Origin/20221108220651.494644.52916,daniel,Western Texas,Origin/20221108220651.494644.52916,2022-10-24 12:27:51.109082+00:00,0.781284312,31.66538048,-104.2696075,0.758148253,3.0676407,1.265135588,1.891044885,0.09118041396,17.0,10.0,0.3459648004,0.9614485206
8527,texnet2022uvtq,Origin/20221108220656.922829.59834,daniel,Western Texas,Origin/20221108220656.922829.59834,2022-10-24 12:29:20.928141+00:00,1.186203318,31.6752224,-104.4860687,4.278100014,1.956978133,1.513579808,1.856914784,0.01414918154,15.0,7.0,0.3574918887,0.3433031545
8528,texnet2022uvtr,Origin/20221108220715.276482.78357,daniel,Western Texas,Origin/20221108220715.276482.78357,2022-10-24 12:31:11.765749+00:00,2.309546648,31.70728874,-104.0179977,6.117375374,1.418017342,0.9600357228,2.609820391,0.02709075809,36.0,18.0,0.2543561629,0.3084145729
8529,texnet2022uvtu,Origin/20221108220715.303344.78425,daniel,Western Texas,Origin/20221108220715.303344.78425,2022-10-24 12:34:45.751827+00:00,0.1984198279,31.67840195,-104.4391174,2.165066957,1.913218596,1.747154033,2.126170341,0.02295739204,11.0,7.0,0.2117359861,0.5848131313
8530,texnet2022uvtx,Origin/20221108220716.951578.81069,daniel,Western Texas,Origin/20221108220716.951578.81069,2022-10-24 12:38:14.011784+00:00,0.3841308713,31.66152191,-104.5925598,5.0,7.632836489,6.580786812,fixed,0.07882347703,6.0,4.0,0.1475125732,0.493146141
8531,texnet2022uvua,Origin/20221108220725.846631.95413,daniel,Western Texas,Origin/20221108220725.846631.95413,2022-10-24 12:41:09.570392+00:00,1.089734433,31.63414955,-104.2264938,3.935478687,1.933500777,1.070597534,1.506714495,0.04969033971,28.0,14.0,0.2017535237,0.6908449316
8532,texnet2022uvug,Origin/20221108220741.374361.112701,daniel,Western Texas,Origin/20221108220741.374361.112701,2022-10-24 12:48:16.807035+00:00,1.117999844,31.60712433,-104.0057449,3.900209427,2.851039389,2.339252276,2.510806664,0.03168993816,20.0,13.0,0.1841957473,0.2069718246
8533,texnet2022uvui,Origin/20221108220741.362561.112677,daniel,Western Texas,Origin/20221108220741.362561.112677,2022-10-24 12:50:08.841295+00:00,0.08451206411,31.67957687,-104.4064331,2.183085203,3.602887289,2.681793275,3.350469664,0.03193951026,7.0,4.0,0.2117589717,0.4291203039
8534,texnet2022uvul,Origin/20221108220741.750621.113399,daniel,Western Texas,Origin/20221108220741.750621.113399,2022-10-24 12:54:08.911819+00:00,0.4282624609,31.62914276,-104.1974411,5.0,5.402875078,4.983767481,fixed,0.07144350559,8.0,5.0,0.1360397704,0.6379619266
8535,texnet2022uvuz,Origin/20221108220746.135766.120274,daniel,Western Texas,Origin/20221108220746.135766.120274,2022-10-24 13:10:13.668378+00:00,0.1615201087,31.67827606,-104.4403458,3.739254236,1.95319818,2.249855991,2.29759973,0.02313558199,10.0,6.0,0.1572620887,0.4288047257
8536,texnet2022uvvc,Origin/20221108220751.359961.127026,daniel,Western Texas,Origin/20221108220751.359961.127026,2022-10-24 13:13:54.481878+00:00,0.5837942043,31.70843887,-104.4815674,24.63761902,4.91687494,9.956102534,8.355206686,0.0513965264,8.0,5.0,0.8666808527,0.9088195134
8537,texnet2022uvvg,Origin/20221108220751.437521.127333,daniel,Western Texas,Origin/20221108220751.437521.127333,2022-10-24 13:18:25.791031+00:00,0.3478404802,31.67065811,-104.335144,3.99023962,4.480664995,2.245412919,2.864906506,0.05990093201,9.0,5.0,0.1489735203,0.1380567115
8538,texnet2022uvvh,Origin/20221108220751.89329.128163,daniel,Western Texas,Origin/20221108220751.89329.128163,2022-10-24 13:20:08.382163+00:00,0.348583937,31.67487526,-104.3383636,4.207019806,5.68552205,2.228467481,3.705616817,0.09300932288,7.0,4.0,0.1679255488,0.1110816821
8539,texnet2022uvvo,Origin/20221108220753.591495.131349,daniel,Western Texas,Origin/20221108220753.591495.131349,2022-10-24 13:27:36.963086+00:00,1.497991813,31.64447975,-104.3141098,4.283842087,1.942084273,0.9919113916,1.461274542,0.04993711412,28.0,15.0,0.1056102608,0.2368177494
8540,texnet2022uvvn,Origin/20221108220753.602306.131394,daniel,Western Texas,Origin/20221108220753.602306.131394,2022-10-24 13:26:19.303270+00:00,0.7349910598,31.58414459,-104.1118774,3.331871033,3.348497105,1.86299595,2.467974867,0.06960293651,15.0,9.0,0.2073763172,0.7531240247
8541,texnet2022uvvu,Origin/20221108220754.344535.132976,daniel,Western Texas,Origin/20221108220754.344535.132976,2022-10-24 13:34:40.311010+00:00,0.1560134116,31.68294907,-104.3390274,19.85440063,4.226765344,2.170307719,7.212633853,0.06419950724,7.0,4.0,0.1040795494,1.018987806
8542,texnet2022uvvz,Origin/20221108220754.648863.133630,daniel,Western Texas,Origin/20221108220754.648863.133630,2022-10-24 13:40:29.812511+00:00,0.9320926033,31.49913788,-104.3414688,1.299877882,4.947825777,4.126626821,2.887563043,0.1746099144,11.0,6.0,0.2724885106,0.7116964547
8543,texnet2022uvwj,Origin/20221108220754.765278.133943,daniel,Western Texas,Origin/20221108220754.765278.133943,2022-10-24 13:52:01.779240+00:00,0.7975502955,31.64901161,-104.1116486,5.117883682,3.093725802,2.450395657,6.019172554,0.08464412391,12.0,7.0,0.2457047215,0.5875080877
8544,texnet2022uvwk,Origin/20221108220757.905582.137707,daniel,Western Texas,Origin/20221108220757.905582.137707,2022-10-24 13:52:47.844397+00:00,1.254794641,31.60518074,-104.3631592,3.964519501,3.986009569,1.430730137,2.209458251,0.07769902796,21.0,11.0,0.2155592208,0.1254541766
8545,texnet2022uvwl,Origin/20221108220800.548534.141569,daniel,Western Texas,Origin/20221108220800.548534.141569,2022-10-24 13:54:53.916339+00:00,0.2954153797,31.6750946,-104.281311,4.487071037,3.136573114,1.669018596,2.260931059,0.01441211533,10.0,5.0,0.2094183461,0.2173826603
8546,texnet2022uvwp,Origin/20221108220800.697487.141937,daniel,Western Texas,Origin/20221108220800.697487.141937,2022-10-24 13:59:55.954607+00:00,0.2490004266,31.64998055,-104.3208008,4.296066284,5.014534044,2.060993916,2.717366272,0.05232778937,9.0,4.0,0.09967643861,0.442166564
8547,texnet2022uvwu,Origin/20221108220800.856564.142312,daniel,Western Texas,Origin/20221108220800.856564.142312,2022-10-24 14:04:54.697175+00:00,0.8075429373,31.58283234,-104.5016632,5.0,3.450434677,4.97078313,fixed,0.09421923757,10.0,6.0,0.3752460518,0.9892593404
8548,texnet2022uvwx,Origin/20221108220800.957892.142622,daniel,Western Texas,Origin/20221108220800.957892.142622,2022-10-24 14:09:09.308308+00:00,0.93918319,31.69787598,-104.1412811,4.706737041,1.861914431,1.054534053,1.544381338,0.05934222043,24.0,13.0,0.2413849331,0.5781605099
8549,texnet2022uvxc,Origin/20221108220804.126261.145458,daniel,Western Texas,Origin/20221108220804.126261.145458,2022-10-24 14:14:02.466741+00:00,0.4991361655,31.68344307,-104.4140167,4.594206333,1.505927454,1.354089789,1.634349118,0.03121370636,19.0,8.0,0.1669534436,0.1999159992
8550,texnet2022uvxe,Origin/20221108220810.032066.154786,daniel,Western Texas,Origin/20221108220810.032066.154786,2022-10-24 14:16:57.469008+00:00,0.5931353365,31.65520477,-104.3250809,4.082181454,3.11863197,1.467610262,2.13271435,0.05386666954,12.0,7.0,0.1362917415,0.2674816854
8551,texnet2022uvxh,Origin/20221108220810.422406.155621,daniel,Western Texas,Origin/20221108220810.422406.155621,2022-10-24 14:20:08.158350+00:00,0.3060580915,31.70595551,-104.3927994,5.0,4.443075841,2.3408306,fixed,0.03732058778,7.0,6.0,0.1471098174,0.7352637537
8552,texnet2022uvxq,Origin/20221108220816.47899.165652,daniel,Western Texas,Origin/20221108220816.47899.165652,2022-10-24 14:30:52.422320+00:00,0.3300913128,31.69364929,-104.4125595,8.591278076,1.998879655,1.545805745,4.411306307,0.03790932521,15.0,8.0,0.05992798481,0.8135900414
8553,texnet2022uvxv,Origin/20221108220820.120449.172625,daniel,Western Texas,Origin/20221108220820.120449.172625,2022-10-24 14:36:46.877011+00:00,0.4248512637,31.58151054,-104.3439636,8.653343201,13.96218124,2.802901866,12.86880789,0.105770573,10.0,5.0,0.1253079272,0.8248724869
8554,texnet2022uvya,Origin/20221108220820.746468.173663,daniel,Western Texas,Origin/20221108220820.746468.173663,2022-10-24 14:42:31.346559+00:00,1.521101963,31.48596954,-103.9927368,2.579080343,1.8363967,1.354388727,1.48594093,0.05731295049,32.0,17.0,0.2263975591,0.384124043
8555,texnet2022uvyc,Origin/20221108220820.940039.174434,daniel,Western Texas,Origin/20221108220820.940039.174434,2022-10-24 14:44:52.836268+00:00,1.088538965,31.66576385,-104.1776123,5.310231209,2.041212213,2.104675257,5.559446375,0.07465706021,18.0,11.0,0.2403520062,0.5763970073
8556,texnet2022uvyd,Origin/20221108220821.125166.174874,daniel,Western Texas,Origin/20221108220821.125166.174874,2022-10-24 14:46:30.211916+00:00,0.9416035504,31.51148033,-104.132515,3.938572168,2.618693633,1.759357367,1.870702141,0.07097157836,19.0,10.0,0.1283153241,0.6893528529
8557,texnet2022uvyf,Origin/20221108220821.534095.175630,daniel,Western Texas,Origin/20221108220821.534095.175630,2022-10-24 14:48:32.131765+00:00,0.3362250455,31.67198181,-104.3341217,4.173326015,3.810845438,1.765414673,2.518647741,0.05902200937,8.0,4.0,0.1989531035,0.1705702329
8558,texnet2022uvyh,Origin/20221108220821.615894.175960,daniel,Western Texas,Origin/20221108220821.615894.175960,2022-10-24 14:51:03.563421+00:00,0.7173927255,31.65828514,-104.3360748,3.15954423,2.597887164,1.256171584,1.840872248,0.06213206798,16.0,9.0,0.2293715105,0.4331031674
8559,texnet2022uvyn,Origin/20221108220824.934338.181856,daniel,Western Texas,Origin/20221108220824.934338.181856,2022-10-24 14:57:34.238737+00:00,0.7002501904,31.58380127,-104.1115875,1.168676019,8.399238243,5.315589096,3.107808087,0.1475673914,7.0,4.0,0.3125035567,0.416157718
8560,texnet2022uvyp,Origin/20221108220830.569852.194972,daniel,Western Texas,Origin/20221108220830.569852.194972,2022-10-24 15:00:33.467218+00:00,1.727567643,31.48314857,-103.9986496,3.449639559,1.894685656,1.360584642,1.551207131,0.06272138655,29.0,15.0,0.2611670338,0.3085779618
8561,texnet2022uvyu,Origin/20221108220830.588922.195071,daniel,Western Texas,Origin/20221108220830.588922.195071,2022-10-24 15:05:20.407377+00:00,0.5327596255,31.56920624,-104.3208237,2.605183601,19.77959301,4.731265013,7.88268692,0.1127088293,9.0,5.0,0.1592208119,0.2536332093
8562,texnet2022uclj,Origin/20221108115030.123115.71400,daniel,Western Texas,Origin/20221108115030.123115.71400,2022-10-13 22:43:53.278076+00:00,0.1606144607,31.66332817,-104.4652863,4.920690536,4.947898249,3.31686143,2.690611524,0.02923946828,8.0,5.0,0.09714598815,0.04890798091
8563,texnet2022uclo,Origin/20221108115031.037735.74212,daniel,Western Texas,Origin/20221108115031.037735.74212,2022-10-13 22:49:26.232535+00:00,0.9180496621,31.7125988,-104.2917328,6.241088867,1.638773937,1.119789082,3.349654644,0.04681282863,24.0,12.0,0.2785307815,0.5473233489
8564,texnet2022uclp,Origin/20221108115031.335139.74716,daniel,Western Texas,Origin/20221108115031.335139.74716,2022-10-13 22:50:51.522974+00:00,0.883230459,31.77696037,-104.3875046,1.463917255,11.20577618,4.227027966,7.437446145,0.110740304,7.0,5.0,0.4275419265,0.3748343058
8565,texnet2022uclr,Origin/20221108115031.393124.74915,daniel,Western Texas,Origin/20221108115031.393124.74915,2022-10-13 22:53:43.811069+00:00,0.2325058199,31.6800499,-104.4509125,3.073073864,2.203180082,1.661109704,2.096726764,0.02872678638,11.0,6.0,0.1187494241,0.5390140058
8566,texnet2022ucmi,Origin/20221108115058.28522.130266,daniel,Western Texas,Origin/20221108115058.28522.130266,2022-10-13 23:13:26.447572+00:00,0.5591429889,31.77758789,-104.3147736,0.4226042926,11.83489708,5.409154564,5.211971426,0.1138662696,7.0,4.0,0.2136040653,0.6624720789
8567,texnet2022ucmh,Origin/20221108115058.381336.130609,daniel,Western Texas,Origin/20221108115058.381336.130609,2022-10-13 23:12:10.512869+00:00,0.8313550862,31.88382149,-104.3192062,5.0,5.739835961,4.344981506,fixed,0.2112832218,7.0,5.0,0.1929038601,0.9063169254
8568,texnet2022ucml,Origin/20221108115059.097602.132449,daniel,Western Texas,Origin/20221108115059.097602.132449,2022-10-13 23:16:54.707972+00:00,0.4310341175,31.82595253,-104.3785095,2.267166138,11.10687425,3.613798659,5.785803409,0.104332611,9.0,6.0,0.1842869459,0.7742493523
8569,texnet2022ucmp,Origin/20221108115100.248356.134971,daniel,Western Texas,Origin/20221108115100.248356.134971,2022-10-13 23:21:21.300059+00:00,0.4419901478,31.67811012,-104.3630981,15.94276333,3.442697237,1.5995859,4.933660439,0.06270896643,14.0,7.0,0.09152911662,0.9835989775
8570,texnet2022ucmr,Origin/20221108115100.604275.135922,daniel,Western Texas,Origin/20221108115100.604275.135922,2022-10-13 23:23:46.293115+00:00,0.2541956715,31.72974968,-104.2980423,0.2518841326,3.884456663,2.095613021,2.811817001,0.04530586675,11.0,7.0,0.204184676,0.5613056401
8571,texnet2022ucmt,Origin/20221108115100.909162.136573,daniel,Western Texas,Origin/20221108115100.909162.136573,2022-10-13 23:25:42.921597+00:00,0.4216162829,31.73548126,-104.3052368,6.378531456,2.095676731,1.697704193,4.825722501,0.04773273692,12.0,6.0,0.2131065733,0.680918966
8572,texnet2022ucmw,Origin/20221108115101.153378.137357,daniel,Western Texas,Origin/20221108115101.153378.137357,2022-10-13 23:29:07.724643+00:00,0.401757956,31.68020439,-104.3567886,4.518949509,3.100018095,1.415841854,1.927814702,0.0684787184,14.0,7.0,0.1014973941,0.3665488768
8573,texnet2022ucnf,Origin/20221108115110.394566.159345,daniel,Western Texas,Origin/20221108115110.394566.159345,2022-10-13 23:39:54.644827+00:00,0.2684730714,31.68190575,-104.3939362,5.188514709,2.274546874,1.631832358,4.507966936,0.0413819924,15.0,8.0,0.1564927037,0.203091509
8574,texnet2022ucng,Origin/20221108115110.440357.159584,daniel,Western Texas,Origin/20221108115110.440357.159584,2022-10-13 23:40:57.349738+00:00,0.3476604155,31.61753082,-104.3087006,3.301243782,10.06587798,3.353904351,4.072569121,0.06560956687,11.0,6.0,0.1457465749,0.167843148
8575,texnet2022ucnh,Origin/20221108115110.472335.159808,daniel,Western Texas,Origin/20221108115110.472335.159808,2022-10-13 23:42:04.679848+00:00,0.265429692,31.67286873,-104.3953857,4.657986164,3.550697452,2.846091847,3.13439171,0.03539690003,12.0,8.0,0.05688018163,0.1684314047
